,0,1,Author,Book,Date,Genre,Publisher,Year
419,,,Ethel Vance,Escape,October 23,fiction,,1939
420,,,Ethel Vance,Escape,October 30,fiction,,1939
421,,,Ethel Vance,Escape,November 6,fiction,,1939
422,,,Ethel Vance,Escape,November 13,fiction,,1939
423,,,Christopher Morley,Kitty Foyle,November 20,fiction,,1939
424,,,Christopher Morley,Kitty Foyle,November 27,fiction,,1939
425,,,Christopher Morley,Kitty Foyle,December 4,fiction,,1939
426,,,Christopher Morley,Kitty Foyle,December 11,fiction,,1939
427,,,Sholem Asch,The Nazarene,December 18,fiction,,1939
428,,,Lin Yutang,Moment in Peking,December 25,fiction,,1939
429,,,Sholem Asch,The Nazarene,January 1,fiction,,1940
430,,,Sholem Asch,The Nazarene,January 8,fiction,,1940
431,,,Sholem Asch,The Nazarene,January 15,fiction,,1940
432,,,Sholem Asch,The Nazarene,January 22,fiction,,1940
433,,,Sholem Asch,The Nazarene,January 29,fiction,,1940
434,,,Christopher Morley,Kitty Foyle,February 5,fiction,,1940
435,,,Sholem Asch,The Nazarene,February 12,fiction,,1940
436,,,Christopher Morley,Kitty Foyle,February 19,fiction,,1940
437,,,Christopher Morley,Kitty Foyle,February 26,fiction,,1940
438,,,Richard Llewellyn,How Green Was My Valley,March 4,fiction,,1940
439,,,Richard Llewellyn,How Green Was My Valley,March 11,fiction,,1940
440,,,Richard Wright,Native Son,March 18,fiction,,1940
441,,,Richard Llewellyn,How Green Was My Valley,March 25,fiction,,1940
442,,,Richard Llewellyn,How Green Was My Valley,April 1,fiction,,1940
443,,,Richard Llewellyn,How Green Was My Valley,April 8,fiction,,1940
444,,,Richard Llewellyn,How Green Was My Valley,April 15,fiction,,1940
445,,,Richard Llewellyn,How Green Was My Valley,April 22,fiction,,1940
446,,,Richard Llewellyn,How Green Was My Valley,April 29,fiction,,1940
447,,,Richard Llewellyn,How Green Was My Valley,May 6,fiction,,1940
448,,,Richard Llewellyn,How Green Was My Valley,May 13,fiction,,1940
449,,,Richard Llewellyn,How Green Was My Valley,May 20,fiction,,1940
450,,,Richard Llewellyn,How Green Was My Valley,May 27,fiction,,1940
451,,,Richard Llewellyn,How Green Was My Valley,June 3,fiction,,1940
452,,,F. Van Wyck Mason,Stars on the Sea,June 10,fiction,,1940
453,,,F. Van Wyck Mason,Stars on the Sea,June 17,fiction,,1940
454,,,F. Van Wyck Mason,Stars on the Sea,June 24,fiction,,1940
455,,,F. Van Wyck Mason,Stars on the Sea,July 1,fiction,,1940
456,,,F. Van Wyck Mason,Stars on the Sea,July 8,fiction,,1940
457,,,F. Van Wyck Mason,Stars on the Sea,July 15,fiction,,1940
458,,,F. Van Wyck Mason,Stars on the Sea,July 22,fiction,,1940
459,,,F. Van Wyck Mason,Stars on the Sea,July 29,fiction,,1940
460,,,F. Van Wyck Mason,Stars on the Sea,August 5,fiction,,1940
461,,,F. Van Wyck Mason,Stars on the Sea,August 12,fiction,,1940
462,,,Jan Struther,Mrs. Miniver,August 19,fiction,,1940
463,,,Jan Struther,Mrs. Miniver,August 26,fiction,,1940
464,,,Jan Struther,Mrs. Miniver,September 2,fiction,,1940
465,,,Thomas Mann,The Beloved Returns,September 9,fiction,,1940
466,,,Thomas Mann,The Beloved Returns,September 16,fiction,,1940
467,,,Jan Struther,Mrs. Miniver,September 23,fiction,,1940
468,,,Thomas Wolfe,You Can't Go Home Again,September 30,fiction,,1940
469,,,Thomas Wolfe,You Can't Go Home Again,October 7,fiction,,1940
470,,,Jan Struther,Mrs. Miniver,October 14,fiction,,1940
471,,,Jan Struther,Mrs. Miniver,October 21,fiction,,1940
472,,,Ernest Hemingway,For Whom the Bell Tolls,October 28,fiction,,1940
473,,,Ernest Hemingway,For Whom the Bell Tolls,November 4,fiction,,1940
474,,,Ernest Hemingway,For Whom the Bell Tolls,November 11,fiction,,1940
475,,,Ernest Hemingway,For Whom the Bell Tolls,November 18,fiction,,1940
476,,,Ernest Hemingway,For Whom the Bell Tolls,November 25,fiction,,1940
477,,,Kenneth Roberts,Oliver Wiswell,December 2,fiction,,1940
478,,,Kenneth Roberts,Oliver Wiswell,December 9,fiction,,1940
479,,,Kenneth Roberts,Oliver Wiswell,December 16,fiction,,1940
480,,,Kenneth Roberts,Oliver Wiswell,December 23,fiction,,1940
481,,,Kenneth Roberts,Oliver Wiswell,December 30,fiction,,1940
482,,,Kenneth Roberts,Oliver Wiswell,January 6,fiction,,1941
483,,,Kenneth Roberts,Oliver Wiswell,January 13,fiction,,1941
484,,,Kenneth Roberts,Oliver Wiswell,January 20,fiction,,1941
485,,,Kenneth Roberts,Oliver Wiswell,January 27,fiction,,1941
486,,,Kenneth Roberts,Oliver Wiswell,February 3,fiction,,1941
487,,,Kenneth Roberts,Oliver Wiswell,February 10,fiction,,1941
488,,,James Hilton,Random Harvest,February 17,fiction,,1941
489,,,James Hilton,Random Harvest,February 24,fiction,,1941
490,,,James Hilton,Random Harvest,March 3,fiction,,1941
491,,,James Hilton,Random Harvest,March 10,fiction,,1941
492,,,James Hilton,Random Harvest,March 17,fiction,,1941
493,,,James Hilton,Random Harvest,March 24,fiction,,1941
494,,,James Hilton,Random Harvest,March 31,fiction,,1941
495,,,James Hilton,Random Harvest,April 7,fiction,,1941
496,,,James Hilton,Random Harvest,April 14,fiction,,1941
497,,,James Hilton,Random Harvest,April 21,fiction,,1941
498,,,Eric Knight,This Above All,April 28,fiction,,1941
499,,,Eric Knight,This Above All,May 5,fiction,,1941
500,,,Eric Knight,This Above All,May 12,fiction,,1941
501,,,Eric Knight,This Above All,May 19,fiction,,1941
502,,,Eric Knight,This Above All,May 26,fiction,,1941
503,,,Eric Knight,This Above All,May 31,fiction,,1941
504,,,Eric Knight,This Above All,June 2,fiction,,1941
505,,,Eric Knight,This Above All,June 9,fiction,,1941
506,,,Eric Knight,This Above All,June 16,fiction,,1941
507,,,Eric Knight,This Above All,June 23,fiction,,1941
508,,,Eric Knight,This Above All,June 30,fiction,,1941
509,,,Eric Knight,This Above All,July 7,fiction,,1941
510,,,Eric Knight,This Above All,July 14,fiction,,1941
511,,,Eric Knight,This Above All,July 21,fiction,,1941
512,,,Eric Knight,This Above All,July 28,fiction,,1941
513,,,A.J. Cronin,The Keys of the Kingdom,August 4,fiction,,1941
514,,,A.J. Cronin,The Keys of the Kingdom,August 11,fiction,,1941
515,,,A.J. Cronin,The Keys of the Kingdom,August 18,fiction,,1941
516,,,A.J. Cronin,The Keys of the Kingdom,August 25,fiction,,1941
517,,,A.J. Cronin,The Keys of the Kingdom,September 1,fiction,,1941
518,,,A.J. Cronin,The Keys of the Kingdom,September 8,fiction,,1941
519,,,A.J. Cronin,The Keys of the Kingdom,September 15,fiction,,1941
520,,,A.J. Cronin,The Keys of the Kingdom,September 22,fiction,,1941
521,,,A.J. Cronin,The Keys of the Kingdom,September 29,fiction,,1941
522,,,A.J. Cronin,The Keys of the Kingdom,October 6,fiction,,1941
523,,,A.J. Cronin,The Keys of the Kingdom,October 18,fiction,,1941
524,,,A.J. Cronin,The Keys of the Kingdom,October 13,fiction,,1941
525,,,A.J. Cronin,The Keys of the Kingdom,October 20,fiction,,1941
526,,,A.J. Cronin,The Keys of the Kingdom,October 27,fiction,,1941
527,,,A.J. Cronin,The Keys of the Kingdom,November 3,fiction,,1941
528,,,A.J. Cronin,The Keys of the Kingdom,November 10,fiction,,1941
529,,,Edna Ferber,Saratoga Trunk,November 17,fiction,,1941
530,,,Edna Ferber,Saratoga Trunk,November 24,fiction,,1941
531,,,Edna Ferber,Saratoga Trunk,December 1,fiction,,1941
532,,,Edna Ferber,Saratoga Trunk,December 8,fiction,,1941
533,,,Mary Ellen Chase,Windswept,December 15,fiction,,1941
534,,,Mary Ellen Chase,Windswept,December 22,fiction,,1941
535,,,Mary Ellen Chase,Windswept,December 29,fiction,,1941
536,,,A. J. Cronin,The Keys of the Kingdom,January 4,fiction,,1942
537,,,Mary Ellen Chase,Windswept,January 11,fiction,,1942
538,,,Mary Ellen Chase,Windswept,January 18,fiction,,1942
539,,,Mary Ellen Chase,Windswept,January 25,fiction,,1942
540,,,Mary Ellen Chase,Windswept,February 1,fiction,,1942
541,,,Pearl S. Buck,Dragon Seed,February 8,fiction,,1942
542,,,Daphne du Maurier,Frenchman's Creek,February 15,fiction,,1942
543,,,Pearl S. Buck,Dragon Seed,February 22,fiction,,1942
544,,,Pearl S. Buck,Dragon Seed,March 1,fiction,,1942
545,,,Pearl S. Buck,Dragon Seed,March 8,fiction,,1942
546,,,Pearl S. Buck,Dragon Seed,March 15,fiction,,1942
547,,,John Steinbeck,The Moon Is Down,March 22,fiction,,1942
548,,,John Steinbeck,The Moon Is Down,March 29,fiction,,1942
549,,,John Steinbeck,The Moon Is Down,April 5,fiction,,1942
550,,,John Steinbeck,The Moon Is Down,April 12,fiction,,1942
551,,,John Steinbeck,The Moon Is Down,April 19,fiction,,1942
552,,,John Steinbeck,The Moon Is Down,April 26,fiction,,1942
553,,,John Steinbeck,The Moon Is Down,May 3,fiction,,1942
554,,,John Steinbeck,The Moon Is Down,May 10,fiction,,1942
555,,,John Steinbeck,The Moon Is Down,May 17,fiction,,1942
556,,,John Steinbeck,The Moon Is Down,May 24,fiction,,1942
557,,,John Steinbeck,The Moon Is Down,May 31,fiction,,1942
558,,,John Steinbeck,The Moon Is Down,June 7,fiction,,1942
559,,,Rachel Field,And Now Tomorrow,June 14,fiction,,1942
560,,,Rachel Field,And Now Tomorrow,June 21,fiction,,1942
561,,,Rachel Field,And Now Tomorrow,June 28,fiction,,1942
562,,,Rachel Field,And Now Tomorrow,July 5,fiction,,1942
563,,,Rachel Field,And Now Tomorrow,July 12,fiction,,1942
564,,,Franz Werfel,The Song of Bernadette,July 19,fiction,,1942
565,,,Franz Werfel,The Song of Bernadette,July 26,fiction,,1942
566,,,Rachel Field,And Now Tomorrow,August 2,fiction,,1942
567,,,Rachel Field,And Now Tomorrow,August 9,fiction,,1942
568,,,Franz Werfel,The Song of Bernadette,August 16,fiction,,1942
569,,,Franz Werfel,The Song of Bernadette,August 23,fiction,,1942
570,,,Franz Werfel,The Song of Bernadette,August 30,fiction,,1942
571,,,Elizabeth Chevalier,Drivin' Woman,September 6,fiction,,1942
572,,,Franz Werfel,The Song of Bernadette,September 13,fiction,,1942
573,,,Franz Werfel,The Song of Bernadette,September 20,fiction,,1942
574,,,Franz Werfel,The Song of Bernadette,September 27,fiction,,1942
575,,,Franz Werfel,The Song of Bernadette,October 4,fiction,,1942
576,,,Franz Werfel,The Song of Bernadette,October 11,fiction,,1942
577,,,Franz Werfel,The Song of Bernadette,October 18,fiction,,1942
578,,,Franz Werfel,The Song of Bernadette,October 25,fiction,,1942
579,,,Franz Werfel,The Song of Bernadette,November 1,fiction,,1942
580,,,Franz Werfel,The Song of Bernadette,November 8,fiction,,1942
581,,,Franz Werfel,The Song of Bernadette,November 15,fiction,,1942
582,,,Lloyd Douglas,The Robe,November 22,fiction,,1942
583,,,Lloyd Douglas,The Robe,November 29,fiction,,1942
584,,,Lloyd Douglas,The Robe,December 6,fiction,,1942
585,,,Lloyd Douglas,The Robe,December 13,fiction,,1942
586,,,Lloyd Douglas,The Robe,December 20,fiction,,1942
587,,,Lloyd Douglas,The Robe,December 27,fiction,,1942
588,,,Lloyd Douglas,The Robe,January 3,fiction,,1943
589,,,Lloyd Douglas,The Robe,January 10,fiction,,1943
590,,,Lloyd Douglas,The Robe,January 17,fiction,,1943
591,,,Lloyd Douglas,The Robe,January 24,fiction,,1943
592,,,Lloyd Douglas,The Robe,January 31,fiction,,1943
593,,,Lloyd Douglas,The Robe,February 7,fiction,,1943
594,,,Lloyd Douglas,The Robe,February 14,fiction,,1943
595,,,Lloyd Douglas,The Robe,February 21,fiction,,1943
596,,,Lloyd Douglas,The Robe,February 28,fiction,,1943
597,,,Lloyd Douglas,The Robe,March 7,fiction,,1943
598,,,Louis Bromfield,Mrs. Parkington,March 14,fiction,,1943
599,,,Lloyd Douglas,The Robe,March 21,fiction,,1943
600,,,Lloyd Douglas,The Robe,March 28,fiction,,1943
601,,,Lloyd Douglas,The Robe,April 4,fiction,,1943
602,,,Lloyd Douglas,The Robe,April 11,fiction,,1943
603,,,Lloyd Douglas,The Robe,April 18,fiction,,1943
604,,,Lloyd Douglas,The Robe,April 25,fiction,,1943
605,,,Lloyd Douglas,The Robe,May 2,fiction,,1943
606,,,Lloyd Douglas,The Robe,May 9,fiction,,1943
607,,,Lloyd Douglas,The Robe,May 16,fiction,,1943
608,,,Lloyd Douglas,The Robe,May 23,fiction,,1943
609,,,Lloyd Douglas,The Robe,May 30,fiction,,1943
610,,,Lloyd Douglas,The Robe,June 6,fiction,,1943
611,,,Lloyd Douglas,The Robe,June 13,fiction,,1943
612,,,Lloyd Douglas,The Robe,June 20,fiction,,1943
613,,,Lloyd Douglas,The Robe,June 27,fiction,,1943
614,,,Lloyd Douglas,The Robe,July 4,fiction,,1943
615,,,Lloyd Douglas,The Robe,July 11,fiction,,1943
616,,,Lloyd Douglas,The Robe,July 18,fiction,,1943
617,,,Lloyd Douglas,The Robe,July 25,fiction,,1943
618,,,Lloyd Douglas,The Robe,August 1,fiction,,1943
619,,,Lloyd Douglas,The Robe,August 8,fiction,,1943
620,,,Lloyd Douglas,The Robe,August 15,fiction,,1943
621,,,Lloyd Douglas,The Robe,August 22,fiction,,1943
622,,,Lloyd Douglas,The Robe,August 29,fiction,,1943
623,,,Lloyd Douglas,The Robe,September 5,fiction,,1943
624,,,Lloyd Douglas,The Robe,September 12,fiction,,1943
625,,,Lloyd Douglas,The Robe,September 19,fiction,,1943
626,,,Lloyd Douglas,The Robe,September 26,fiction,,1943
627,,,Lloyd Douglas,The Robe,October 3,fiction,,1943
628,,,Lloyd Douglas,The Robe,October 10,fiction,,1943
629,,,John P. Marquand,So Little Time,October 17,fiction,,1943
630,,,John P. Marquand,So Little Time,October 24,fiction,,1943
631,,,John P. Marquand,So Little Time,October 31,fiction,,1943
632,,,John P. Marquand,So Little Time,November 7,fiction,,1943
633,,,John P. Marquand,So Little Time,November 14,fiction,,1943
634,,,John P. Marquand,So Little Time,November 21,fiction,,1943
635,,,John P. Marquand,So Little Time,November 28,fiction,,1943
636,,,John P. Marquand,So Little Time,December 5,fiction,,1943
637,,,John P. Marquand,So Little Time,December 12,fiction,,1943
638,,,John P. Marquand,So Little Time,December 19,fiction,,1943
639,,,John P. Marquand,So Little Time,December 26,fiction,,1943
640,,,Betty Smith,A Tree Grows in Brooklyn,January 2,fiction,,1944
641,,,Betty Smith,A Tree Grows in Brooklyn,January 9,fiction,,1944
642,,,Betty Smith,A Tree Grows in Brooklyn,January 16,fiction,,1944
643,,,Betty Smith,A Tree Grows in Brooklyn,January 23,fiction,,1944
644,,,Betty Smith,A Tree Grows in Brooklyn,January 30,fiction,,1944
645,,,Betty Smith,A Tree Grows in Brooklyn,February 6,fiction,,1944
646,,,Betty Smith,A Tree Grows in Brooklyn,February 13,fiction,,1944
647,,,Betty Smith,A Tree Grows in Brooklyn,February 20,fiction,,1944
648,,,Betty Smith,A Tree Grows in Brooklyn,February 27,fiction,,1944
649,,,Betty Smith,A Tree Grows in Brooklyn,March 5,fiction,,1944
650,,,Betty Smith,A Tree Grows in Brooklyn,March 12,fiction,,1944
651,,,Betty Smith,A Tree Grows in Brooklyn,March 19,fiction,,1944
652,,,Betty Smith,A Tree Grows in Brooklyn,March 26,fiction,,1944
653,,,Betty Smith,A Tree Grows in Brooklyn,April 2,fiction,,1944
654,,,Betty Smith,A Tree Grows in Brooklyn,April 9,fiction,,1944
655,,,Betty Smith,A Tree Grows in Brooklyn,April 16,fiction,,1944
656,,,Betty Smith,A Tree Grows in Brooklyn,April 23,fiction,,1944
657,,,Betty Smith,A Tree Grows in Brooklyn,April 30,fiction,,1944
658,,,Betty Smith,A Tree Grows in Brooklyn,May 7,fiction,,1944
659,,,Lillian Smith,Strange Fruit,May 14,fiction,,1944
660,,,Betty Smith,A Tree Grows in Brooklyn,May 21,fiction,,1944
661,,,Betty Smith,A Tree Grows in Brooklyn,May 28,fiction,,1944
662,,,Lillian Smith,Strange Fruit,June 4,fiction,,1944
663,,,Lillian Smith,Strange Fruit,June 11,fiction,,1944
664,,,Betty Smith,A Tree Grows in Brooklyn,June 18,fiction,,1944
665,,,Lillian Smith,Strange Fruit,June 25,fiction,,1944
666,,,Somerset Maugham,The Razor's Edge,July 2,fiction,,1944
667,,,Lillian Smith,Strange Fruit,July 9,fiction,,1944
668,,,Lillian Smith,Strange Fruit,July 16,fiction,,1944
669,,,Lillian Smith,Strange Fruit,July 23,fiction,,1944
670,,,Somerset Maugham,The Razor's Edge,July 30,fiction,,1944
671,,,Lillian Smith,Strange Fruit,August 6,fiction,,1944
672,,,Lillian Smith,Strange Fruit,August 13,fiction,,1944
673,,,Somerset Maugham,The Razor's Edge,August 20,fiction,,1944
674,,,Lillian Smith,Strange Fruit,August 27,fiction,,1944
675,,,Lillian Smith,Strange Fruit,September 3,fiction,,1944
676,,,Lillian Smith,Strange Fruit,September 10,fiction,,1944
677,,,Lillian Smith,Strange Fruit,September 17,fiction,,1944
678,,,Somerset Maugham,The Razor's Edge,September 24,fiction,,1944
679,,,Lillian Smith,Strange Fruit,October 1,fiction,,1944
680,,,Lillian Smith,Strange Fruit,October 8,fiction,,1944
681,,,Elizabeth Goudge,Green Dolphin Street,October 15,fiction,,1944
682,,,Elizabeth Goudge,Green Dolphin Street,October 22,fiction,,1944
683,,,Elizabeth Goudge,Green Dolphin Street,October 29,fiction,,1944
684,,,Elizabeth Goudge,Green Dolphin Street,November 5,fiction,,1944
685,,,Kathleen Winsor,Forever Amber,November 12,fiction,,1944
686,,,Kathleen Winsor,Forever Amber,November 19,fiction,,1944
687,,,Kathleen Winsor,Forever Amber,November 26,fiction,,1944
688,,,Elizabeth Goudge,Green Dolphin Street,December 3,fiction,,1944
689,,,Kathleen Winsor,Forever Amber,December 10,fiction,,1944
690,,,A. J. Cronin,The Green Years,December 17,fiction,,1944
691,,,Kathleen Winsor,Forever Amber,December 25,fiction,,1944
692,,,A.J. Cronin,The Green Years,January 1,fiction,,1945
693,,,A.J. Cronin,The Green Years,January 8,fiction,,1945
694,,,A.J. Cronin,The Green Years,January 15,fiction,,1945
695,,,A.J. Cronin,The Green Years,January 22,fiction,,1945
696,,,A.J. Cronin,The Green Years,January 29,fiction,,1945
697,,,A.J. Cronin,The Green Years,February 5,fiction,,1945
698,,,A.J. Cronin,The Green Years,February 12,fiction,,1945
699,,,A.J. Cronin,The Green Years,February 19,fiction,,1945
700,,,A.J. Cronin,The Green Years,February 26,fiction,,1945
701,,,A.J. Cronin,The Green Years,March 4,fiction,,1945
702,,,A.J. Cronin,The Green Years,March 11,fiction,,1945
703,,,A.J. Cronin,The Green Years,March 18,fiction,,1945
704,,,A.J. Cronin,The Green Years,March 25,fiction,,1945
705,,,A.J. Cronin,The Green Years,April 1,fiction,,1945
706,,,A.J. Cronin,The Green Years,April 8,fiction,,1945
707,,,A.J. Cronin,The Green Years,April 15,fiction,,1945
708,,,Gwethalyn Graham,Earth and High Heaven,April 22,fiction,,1945
709,,,Gwethalyn Graham,Earth and High Heaven,April 29,fiction,,1945
710,,,A.J. Cronin,The Green Years,May 6,fiction,,1945
711,,,Samuel Shellabarger,Captain from Castile,May 13,fiction,,1945
712,,,Samuel Shellabarger,Captain from Castile,May 20,fiction,,1945
713,,,Samuel Shellabarger,Captain from Castile,May 27,fiction,,1945
714,,,Samuel Shellabarger,Captain from Castile,June 3,fiction,,1945
715,,,Samuel Shellabarger,Captain from Castile,June 10,fiction,,1945
716,,,Samuel Shellabarger,Captain from Castile,June 17,fiction,,1945
717,,,Samuel Shellabarger,Captain from Castile,June 24,fiction,,1945
718,,,Adria Locke Langley,A Lion is in the Streets,July 1,fiction,,1945
719,,,Adria Locke Langley,A Lion is in the Streets,July 8,fiction,,1945
720,,,Adria Locke Langley,A Lion is in the Streets,July 15,fiction,,1945
721,,,Adria Locke Langley,A Lion is in the Streets,July 22,fiction,,1945
722,,,Adria Locke Langley,A Lion is in the Streets,July 29,fiction,,1945
723,,,Adria Locke Langley,A Lion is in the Streets,August 5,fiction,,1945
724,,,Adria Locke Langley,A Lion is in the Streets,August 12,fiction,,1945
725,,,Adria Locke Langley,A Lion is in the Streets,August 19,fiction,,1945
726,,,Adria Locke Langley,A Lion is in the Streets,August 26,fiction,,1945
727,,,Adria Locke Langley,A Lion is in the Streets,September 2,fiction,,1945
728,,,Adria Locke Langley,A Lion is in the Streets,September 9,fiction,,1945
729,,,Adria Locke Langley,A Lion is in the Streets,September 16,fiction,,1945
730,,,James Hilton,So Well Remembered,September 23,fiction,,1945
